idx,constellation,satIdx,channelIndex,snrIdx,snr_set_dB,snr_meas_dB,dopIdx,doppler_set_Hz,pred_label,top_score,is_correct,detected,numBoxes
4286,oneweb,13,2,9,7.777778,7.777778,6,38333.333,oneweb,0.991765,1,1,1
4287,oneweb,13,5,9,7.777778,7.777778,7,115000.000,oneweb,0.991287,1,1,1
4288,oneweb,13,3,9,7.777778,7.777778,8,191666.667,oneweb,0.988262,1,1,1
4289,oneweb,13,5,9,7.777778,7.777778,9,268333.333,oneweb,0.990892,1,1,1
4290,oneweb,13,10,9,7.777778,7.777778,10,345000.000,oneweb,0.990049,1,1,1
4291,oneweb,13,5,10,10.000000,10.000000,1,-345000.000,oneweb,0.988184,1,1,1
4292,oneweb,13,5,10,10.000000,10.000000,2,-268333.333,oneweb,0.987570,1,1,1
4293,oneweb,13,5,10,10.000000,10.000000,3,-191666.667,oneweb,0.987795,1,1,1
4294,oneweb,13,6,10,10.000000,10.000000,4,-115000.000,oneweb,0.988301,1,1,1
4295,oneweb,13,6,10,10.000000,10.000000,5,-38333.333,oneweb,0.988419,1,1,1
4296,oneweb,13,3,10,10.000000,10.000000,6,38333.333,oneweb,0.988326,1,1,1
4297,oneweb,13,3,10,10.000000,10.000000,7,115000.000,oneweb,0.989031,1,1,1
4298,oneweb,13,4,10,10.000000,10.000000,8,191666.667,oneweb,0.989763,1,1,1
4299,oneweb,13,3,10,10.000000,10.000000,9,268333.333,oneweb,0.987348,1,1,1
4300,oneweb,13,9,10,10.000000,10.000000,10,345000.000,oneweb,0.988832,1,1,1
4301,oneweb,14,2,1,-10.000000,-10.000000,1,-345000.000,oneweb,0.989820,1,1,1
4302,oneweb,14,5,1,-10.000000,-10.000000,2,-268333.333,oneweb,0.988927,1,1,1
4303,oneweb,14,9,1,-10.000000,-10.000000,3,-191666.667,oneweb,0.989109,1,1,1
4304,oneweb,14,8,1,-10.000000,-10.000000,4,-115000.000,oneweb,0.989809,1,1,1
4305,oneweb,14,1,1,-10.000000,-10.000000,5,-38333.333,oneweb,0.990393,1,1,1
4306,oneweb,14,1,1,-10.000000,-10.000000,6,38333.333,oneweb,0.989704,1,1,1
4307,oneweb,14,10,1,-10.000000,-10.000000,7,115000.000,oneweb,0.988119,1,1,1
4308,oneweb,14,5,1,-10.000000,-10.000000,8,191666.667,oneweb,0.990636,1,1,1
4309,oneweb,14,2,1,-10.000000,-10.000000,9,268333.333,oneweb,0.989767,1,1,2
4310,oneweb,14,7,1,-10.000000,-10.000000,10,345000.000,oneweb,0.986951,1,1,2
4311,oneweb,14,8,2,-7.777778,-7.777778,1,-345000.000,oneweb,0.988808,1,1,1
4312,oneweb,14,8,2,-7.777778,-7.777778,2,-268333.333,oneweb,0.990385,1,1,2
4313,oneweb,14,4,2,-7.777778,-7.777778,3,-191666.667,oneweb,0.988544,1,1,2
4314,oneweb,14,1,2,-7.777778,-7.777778,4,-115000.000,oneweb,0.990437,1,1,1
4315,oneweb,14,3,2,-7.777778,-7.777778,5,-38333.333,oneweb,0.988816,1,1,1
4316,oneweb,14,1,2,-7.777778,-7.777778,6,38333.333,oneweb,0.990645,1,1,1
4317,oneweb,14,4,2,-7.777778,-7.777778,7,115000.000,oneweb,0.988331,1,1,1
4318,oneweb,14,4,2,-7.777778,-7.777778,8,191666.667,oneweb,0.990888,1,1,1
4319,oneweb,14,8,2,-7.777778,-7.777778,9,268333.333,oneweb,0.989852,1,1,1
4320,oneweb,14,8,2,-7.777778,-7.777778,10,345000.000,oneweb,0.990077,1,1,1
4321,oneweb,14,7,3,-5.555556,-5.555556,1,-345000.000,oneweb,0.988351,1,1,1
4322,oneweb,14,8,3,-5.555556,-5.555556,2,-268333.333,oneweb,0.988925,1,1,1
4323,oneweb,14,1,3,-5.555556,-5.555556,3,-191666.667,oneweb,0.989854,1,1,1
4324,oneweb,14,8,3,-5.555556,-5.555556,4,-115000.000,oneweb,0.990561,1,1,1
4325,oneweb,14,7,3,-5.555556,-5.555556,5,-38333.333,oneweb,0.989680,1,1,1
4326,oneweb,14,6,3,-5.555556,-5.555556,6,38333.333,oneweb,0.989984,1,1,1
4327,oneweb,14,3,3,-5.555556,-5.555556,7,115000.000,oneweb,0.988275,1,1,1
4328,oneweb,14,6,3,-5.555556,-5.555556,8,191666.667,oneweb,0.988833,1,1,1
4329,oneweb,14,9,3,-5.555556,-5.555556,9,268333.333,oneweb,0.987899,1,1,1
4330,oneweb,14,6,3,-5.555556,-5.555556,10,345000.000,oneweb,0.988237,1,1,1
4331,oneweb,14,4,4,-3.333333,-3.333333,1,-345000.000,oneweb,0.988943,1,1,1
4332,oneweb,14,10,4,-3.333333,-3.333333,2,-268333.333,oneweb,0.987897,1,1,1
4333,oneweb,14,4,4,-3.333333,-3.333333,3,-191666.667,oneweb,0.989097,1,1,1
4334,oneweb,14,3,4,-3.333333,-3.333333,4,-115000.000,oneweb,0.989485,1,1,1
4335,oneweb,14,8,4,-3.333333,-3.333333,5,-38333.333,oneweb,0.988970,1,1,1
4336,oneweb,14,10,4,-3.333333,-3.333333,6,38333.333,oneweb,0.987472,1,1,1
4337,oneweb,14,2,4,-3.333333,-3.333333,7,115000.000,oneweb,0.990487,1,1,1
4338,oneweb,14,2,4,-3.333333,-3.333333,8,191666.667,oneweb,0.990608,1,1,1
4339,oneweb,14,7,4,-3.333333,-3.333333,9,268333.333,oneweb,0.989446,1,1,1
4340,oneweb,14,2,4,-3.333333,-3.333333,10,345000.000,oneweb,0.990099,1,1,1
4341,oneweb,14,3,5,-1.111111,-1.111111,1,-345000.000,oneweb,0.989137,1,1,1
4342,oneweb,14,9,5,-1.111111,-1.111111,2,-268333.333,oneweb,0.989281,1,1,1
4343,oneweb,14,3,5,-1.111111,-1.111111,3,-191666.667,oneweb,0.989253,1,1,1
4344,oneweb,14,5,5,-1.111111,-1.111111,4,-115000.000,oneweb,0.990049,1,1,1
4345,oneweb,14,5,5,-1.111111,-1.111111,5,-38333.333,oneweb,0.989477,1,1,1
4346,oneweb,14,8,5,-1.111111,-1.111111,6,38333.333,oneweb,0.989957,1,1,1
4347,oneweb,14,2,5,-1.111111,-1.111111,7,115000.000,oneweb,0.991125,1,1,1
4348,oneweb,14,6,5,-1.111111,-1.111111,8,191666.667,oneweb,0.989392,1,1,1
4349,oneweb,14,2,5,-1.111111,-1.111111,9,268333.333,oneweb,0.989201,1,1,2
4350,oneweb,14,4,5,-1.111111,-1.111111,10,345000.000,oneweb,0.990348,1,1,1
4351,oneweb,14,2,6,1.111111,1.111111,1,-345000.000,oneweb,0.990806,1,1,1
4352,oneweb,14,1,6,1.111111,1.111111,2,-268333.333,oneweb,0.989396,1,1,1
4353,oneweb,14,5,6,1.111111,1.111111,3,-191666.667,oneweb,0.989132,1,1,1
4354,oneweb,14,7,6,1.111111,1.111111,4,-115000.000,oneweb,0.987964,1,1,1
4355,oneweb,14,1,6,1.111111,1.111111,5,-38333.333,oneweb,0.990822,1,1,1
4356,oneweb,14,10,6,1.111111,1.111111,6,38333.333,oneweb,0.988757,1,1,1
4357,oneweb,14,5,6,1.111111,1.111111,7,115000.000,oneweb,0.991092,1,1,1
4358,oneweb,14,1,6,1.111111,1.111111,8,191666.667,oneweb,0.990605,1,1,1
4359,oneweb,14,7,6,1.111111,1.111111,9,268333.333,oneweb,0.988129,1,1,1
4360,oneweb,14,10,6,1.111111,1.111111,10,345000.000,oneweb,0.989507,1,1,1
4361,oneweb,14,3,7,3.333333,3.333333,1,-345000.000,oneweb,0.988901,1,1,1
4362,oneweb,14,5,7,3.333333,3.333333,2,-268333.333,oneweb,0.987281,1,1,1
4363,oneweb,14,8,7,3.333333,3.333333,3,-191666.667,oneweb,0.990083,1,1,1
4364,oneweb,14,1,7,3.333333,3.333333,4,-115000.000,oneweb,0.988850,1,1,1
4365,oneweb,14,3,7,3.333333,3.333333,5,-38333.333,oneweb,0.988533,1,1,1
4366,oneweb,14,3,7,3.333333,3.333333,6,38333.333,oneweb,0.989048,1,1,1
4367,oneweb,14,3,7,3.333333,3.333333,7,115000.000,oneweb,0.988170,1,1,1
4368,oneweb,14,5,7,3.333333,3.333333,8,191666.667,oneweb,0.990099,1,1,1
4369,oneweb,14,9,7,3.333333,3.333333,9,268333.333,oneweb,0.988402,1,1,1
4370,oneweb,14,2,7,3.333333,3.333333,10,345000.000,oneweb,0.990030,1,1,1
4371,oneweb,14,4,8,5.555556,5.555556,1,-345000.000,oneweb,0.987476,1,1,1
4372,oneweb,14,6,8,5.555556,5.555556,2,-268333.333,oneweb,0.989356,1,1,1
4373,oneweb,14,7,8,5.555556,5.555556,3,-191666.667,oneweb,0.987968,1,1,1
4374,oneweb,14,10,8,5.555556,5.555556,4,-115000.000,oneweb,0.988817,1,1,1
4375,oneweb,14,9,8,5.555556,5.555556,5,-38333.333,oneweb,0.987757,1,1,1
4376,oneweb,14,6,8,5.555556,5.555556,6,38333.333,oneweb,0.989917,1,1,1
4377,oneweb,14,2,8,5.555556,5.555556,7,115000.000,oneweb,0.991051,1,1,1
4378,oneweb,14,5,8,5.555556,5.555556,8,191666.667,oneweb,0.990724,1,1,1
4379,oneweb,14,5,8,5.555556,5.555556,9,268333.333,oneweb,0.990232,1,1,1
4380,oneweb,14,2,8,5.555556,5.555556,10,345000.000,oneweb,0.990271,1,1,1
4381,oneweb,14,9,9,7.777778,7.777778,1,-345000.000,oneweb,0.988976,1,1,1
4382,oneweb,14,6,9,7.777778,7.777778,2,-268333.333,oneweb,0.989134,1,1,1
4383,oneweb,14,6,9,7.777778,7.777778,3,-191666.667,oneweb,0.987809,1,1,1
4384,oneweb,14,1,9,7.777778,7.777778,4,-115000.000,oneweb,0.989544,1,1,1
4385,oneweb,14,6,9,7.777778,7.777778,5,-38333.333,oneweb,0.988432,1,1,1
4386,oneweb,14,7,9,7.777778,7.777778,6,38333.333,oneweb,0.988923,1,1,1
4387,oneweb,14,7,9,7.777778,7.777778,7,115000.000,oneweb,0.990184,1,1,1
4388,oneweb,14,9,9,7.777778,7.777778,8,191666.667,oneweb,0.988344,1,1,1
4389,oneweb,14,7,9,7.777778,7.777778,9,268333.333,oneweb,0.988239,1,1,1
4390,oneweb,14,8,9,7.777778,7.777778,10,345000.000,oneweb,0.989780,1,1,1
4391,oneweb,14,3,10,10.000000,10.000000,1,-345000.000,oneweb,0.988051,1,1,1
4392,oneweb,14,8,10,10.000000,10.000000,2,-268333.333,oneweb,0.987829,1,1,1
4393,oneweb,14,6,10,10.000000,10.000000,3,-191666.667,oneweb,0.989137,1,1,1
4394,oneweb,14,6,10,10.000000,10.000000,4,-115000.000,oneweb,0.988798,1,1,1
4395,oneweb,14,2,10,10.000000,10.000000,5,-38333.333,oneweb,0.990333,1,1,1
4396,oneweb,14,9,10,10.000000,10.000000,6,38333.333,oneweb,0.989527,1,1,1
4397,oneweb,14,1,10,10.000000,10.000000,7,115000.000,oneweb,0.990624,1,1,1
4398,oneweb,14,3,10,10.000000,10.000000,8,191666.667,oneweb,0.987224,1,1,1
4399,oneweb,14,3,10,10.000000,10.000000,9,268333.333,oneweb,0.988065,1,1,1
4400,oneweb,14,10,10,10.000000,10.000000,10,345000.000,oneweb,0.989297,1,1,1
4401,oneweb,15,4,1,-10.000000,-10.000000,1,-345000.000,oneweb,0.989024,1,1,1
4402,oneweb,15,6,1,-10.000000,-10.000000,2,-268333.333,oneweb,0.989235,1,1,1
4403,oneweb,15,3,1,-10.000000,-10.000000,3,-191666.667,oneweb,0.988281,1,1,1
4404,oneweb,15,7,1,-10.000000,-10.000000,4,-115000.000,oneweb,0.990198,1,1,1
4405,oneweb,15,10,1,-10.000000,-10.000000,5,-38333.333,oneweb,0.988654,1,1,1
4406,oneweb,15,10,1,-10.000000,-10.000000,6,38333.333,oneweb,0.988970,1,1,1
4407,oneweb,15,2,1,-10.000000,-10.000000,7,115000.000,oneweb,0.990404,1,1,1
4408,oneweb,15,2,1,-10.000000,-10.000000,8,191666.667,oneweb,0.990243,1,1,1
4409,oneweb,15,10,1,-10.000000,-10.000000,9,268333.333,oneweb,0.988223,1,1,1
4410,oneweb,15,4,1,-10.000000,-10.000000,10,345000.000,oneweb,0.990449,1,1,1
4411,oneweb,15,10,2,-7.777778,-7.777778,1,-345000.000,oneweb,0.987853,1,1,1
4412,oneweb,15,3,2,-7.777778,-7.777778,2,-268333.333,oneweb,0.989890,1,1,1
4413,oneweb,15,10,2,-7.777778,-7.777778,3,-191666.667,oneweb,0.988810,1,1,1
4414,oneweb,15,6,2,-7.777778,-7.777778,4,-115000.000,oneweb,0.988301,1,1,1
4415,oneweb,15,6,2,-7.777778,-7.777778,5,-38333.333,oneweb,0.990292,1,1,1
4416,oneweb,15,4,2,-7.777778,-7.777778,6,38333.333,oneweb,0.989378,1,1,1
4417,oneweb,15,8,2,-7.777778,-7.777778,7,115000.000,oneweb,0.989134,1,1,1
4418,oneweb,15,4,2,-7.777778,-7.777778,8,191666.667,oneweb,0.990088,1,1,1
4419,oneweb,15,7,2,-7.777778,-7.777778,9,268333.333,oneweb,0.988230,1,1,3
4420,oneweb,15,4,2,-7.777778,-7.777778,10,345000.000,oneweb,0.990388,1,1,1
4421,oneweb,15,6,3,-5.555556,-5.555556,1,-345000.000,oneweb,0.990659,1,1,1
4422,oneweb,15,5,3,-5.555556,-5.555556,2,-268333.333,oneweb,0.989532,1,1,1
4423,oneweb,15,4,3,-5.555556,-5.555556,3,-191666.667,oneweb,0.989538,1,1,1
4424,oneweb,15,4,3,-5.555556,-5.555556,4,-115000.000,oneweb,0.988725,1,1,1
4425,oneweb,15,7,3,-5.555556,-5.555556,5,-38333.333,oneweb,0.989777,1,1,1
4426,oneweb,15,8,3,-5.555556,-5.555556,6,38333.333,oneweb,0.988899,1,1,1
4427,oneweb,15,9,3,-5.555556,-5.555556,7,115000.000,oneweb,0.990436,1,1,1
4428,oneweb,15,8,3,-5.555556,-5.555556,8,191666.667,oneweb,0.989904,1,1,1
4429,oneweb,15,10,3,-5.555556,-5.555556,9,268333.333,oneweb,0.988994,1,1,1
4430,oneweb,15,8,3,-5.555556,-5.555556,10,345000.000,oneweb,0.989941,1,1,1
4431,oneweb,15,10,4,-3.333333,-3.333333,1,-345000.000,oneweb,0.988668,1,1,1
4432,oneweb,15,10,4,-3.333333,-3.333333,2,-268333.333,oneweb,0.988112,1,1,1
4433,oneweb,15,9,4,-3.333333,-3.333333,3,-191666.667,oneweb,0.989158,1,1,1
4434,oneweb,15,8,4,-3.333333,-3.333333,4,-115000.000,oneweb,0.990740,1,1,1
4435,oneweb,15,5,4,-3.333333,-3.333333,5,-38333.333,oneweb,0.989234,1,1,1
4436,oneweb,15,5,4,-3.333333,-3.333333,6,38333.333,oneweb,0.991091,1,1,1
4437,oneweb,15,6,4,-3.333333,-3.333333,7,115000.000,oneweb,0.987121,1,1,1
4438,oneweb,15,7,4,-3.333333,-3.333333,8,191666.667,oneweb,0.989757,1,1,1
4439,oneweb,15,2,4,-3.333333,-3.333333,9,268333.333,oneweb,0.990837,1,1,1
4440,oneweb,15,8,4,-3.333333,-3.333333,10,345000.000,oneweb,0.989875,1,1,1
4441,oneweb,15,10,5,-1.111111,-1.111111,1,-345000.000,oneweb,0.989372,1,1,1
4442,oneweb,15,5,5,-1.111111,-1.111111,2,-268333.333,oneweb,0.988763,1,1,1
4443,oneweb,15,7,5,-1.111111,-1.111111,3,-191666.667,oneweb,0.988498,1,1,1
4444,oneweb,15,10,5,-1.111111,-1.111111,4,-115000.000,oneweb,0.988595,1,1,1
4445,oneweb,15,3,5,-1.111111,-1.111111,5,-38333.333,oneweb,0.989592,1,1,1
4446,oneweb,15,5,5,-1.111111,-1.111111,6,38333.333,oneweb,0.990410,1,1,1
4447,oneweb,15,10,5,-1.111111,-1.111111,7,115000.000,oneweb,0.988657,1,1,1
4448,oneweb,15,4,5,-1.111111,-1.111111,8,191666.667,oneweb,0.990368,1,1,1
4449,oneweb,15,8,5,-1.111111,-1.111111,9,268333.333,oneweb,0.989979,1,1,1
4450,oneweb,15,9,5,-1.111111,-1.111111,10,345000.000,oneweb,0.988377,1,1,1
4451,oneweb,15,1,6,1.111111,1.111111,1,-345000.000,oneweb,0.989812,1,1,1
4452,oneweb,15,5,6,1.111111,1.111111,2,-268333.333,oneweb,0.989707,1,1,1
4453,oneweb,15,6,6,1.111111,1.111111,3,-191666.667,oneweb,0.990883,1,1,1
4454,oneweb,15,7,6,1.111111,1.111111,4,-115000.000,oneweb,0.989549,1,1,1
4455,oneweb,15,7,6,1.111111,1.111111,5,-38333.333,oneweb,0.989821,1,1,1
4456,oneweb,15,9,6,1.111111,1.111111,6,38333.333,oneweb,0.988627,1,1,1
4457,oneweb,15,10,6,1.111111,1.111111,7,115000.000,oneweb,0.989334,1,1,1
4458,oneweb,15,5,6,1.111111,1.111111,8,191666.667,oneweb,0.988596,1,1,1
4459,oneweb,15,4,6,1.111111,1.111111,9,268333.333,oneweb,0.990382,1,1,1
4460,oneweb,15,6,6,1.111111,1.111111,10,345000.000,oneweb,0.987593,1,1,1
4461,oneweb,15,7,7,3.333333,3.333333,1,-345000.000,oneweb,0.987561,1,1,1
4462,oneweb,15,4,7,3.333333,3.333333,2,-268333.333,oneweb,0.988258,1,1,1
4463,oneweb,15,6,7,3.333333,3.333333,3,-191666.667,oneweb,0.987957,1,1,1
4464,oneweb,15,7,7,3.333333,3.333333,4,-115000.000,oneweb,0.989211,1,1,1
4465,oneweb,15,5,7,3.333333,3.333333,5,-38333.333,oneweb,0.990719,1,1,1
4466,oneweb,15,6,7,3.333333,3.333333,6,38333.333,oneweb,0.989041,1,1,1
4467,oneweb,15,8,7,3.333333,3.333333,7,115000.000,oneweb,0.990047,1,1,1
4468,oneweb,15,10,7,3.333333,3.333333,8,191666.667,oneweb,0.989405,1,1,1
4469,oneweb,15,3,7,3.333333,3.333333,9,268333.333,oneweb,0.988349,1,1,1
4470,oneweb,15,9,7,3.333333,3.333333,10,345000.000,oneweb,0.987027,1,1,1
4471,oneweb,15,8,8,5.555556,5.555556,1,-345000.000,oneweb,0.987447,1,1,1
4472,oneweb,15,8,8,5.555556,5.555556,2,-268333.333,oneweb,0.987215,1,1,1
4473,oneweb,15,2,8,5.555556,5.555556,3,-191666.667,oneweb,0.990812,1,1,1
4474,oneweb,15,3,8,5.555556,5.555556,4,-115000.000,oneweb,0.988223,1,1,1
4475,oneweb,15,10,8,5.555556,5.555556,5,-38333.333,oneweb,0.987710,1,1,1
4476,oneweb,15,8,8,5.555556,5.555556,6,38333.333,oneweb,0.989004,1,1,1
4477,oneweb,15,10,8,5.555556,5.555556,7,115000.000,oneweb,0.988704,1,1,1
4478,oneweb,15,3,8,5.555556,5.555556,8,191666.667,oneweb,0.987876,1,1,1
4479,oneweb,15,3,8,5.555556,5.555556,9,268333.333,oneweb,0.987804,1,1,1
4480,oneweb,15,10,8,5.555556,5.555556,10,345000.000,oneweb,0.990041,1,1,1
4481,oneweb,15,6,9,7.777778,7.777778,1,-345000.000,oneweb,0.988463,1,1,1
4482,oneweb,15,10,9,7.777778,7.777778,2,-268333.333,oneweb,0.989321,1,1,1
4483,oneweb,15,9,9,7.777778,7.777778,3,-191666.667,oneweb,0.989112,1,1,1
4484,oneweb,15,4,9,7.777778,7.777778,4,-115000.000,oneweb,0.988667,1,1,1
4485,oneweb,15,3,9,7.777778,7.777778,5,-38333.333,oneweb,0.988101,1,1,1
4486,oneweb,15,7,9,7.777778,7.777778,6,38333.333,oneweb,0.989323,1,1,1
4487,oneweb,15,5,9,7.777778,7.777778,7,115000.000,oneweb,0.990641,1,1,1
4488,oneweb,15,3,9,7.777778,7.777778,8,191666.667,oneweb,0.987976,1,1,1
4489,oneweb,15,7,9,7.777778,7.777778,9,268333.333,oneweb,0.988268,1,1,1
4490,oneweb,15,8,9,7.777778,7.777778,10,345000.000,oneweb,0.989013,1,1,1
4491,oneweb,15,10,10,10.000000,10.000000,1,-345000.000,oneweb,0.988418,1,1,1
4492,oneweb,15,3,10,10.000000,10.000000,2,-268333.333,oneweb,0.988334,1,1,1
4493,oneweb,15,9,10,10.000000,10.000000,3,-191666.667,oneweb,0.990575,1,1,1
4494,oneweb,15,7,10,10.000000,10.000000,4,-115000.000,oneweb,0.988239,1,1,1
4495,oneweb,15,9,10,10.000000,10.000000,5,-38333.333,oneweb,0.988042,1,1,1
4496,oneweb,15,4,10,10.000000,10.000000,6,38333.333,oneweb,0.989489,1,1,1
4497,oneweb,15,5,10,10.000000,10.000000,7,115000.000,oneweb,0.990578,1,1,1
4498,oneweb,15,2,10,10.000000,10.000000,8,191666.667,oneweb,0.990750,1,1,1
4499,oneweb,15,2,10,10.000000,10.000000,9,268333.333,oneweb,0.990804,1,1,1
4500,oneweb,15,3,10,10.000000,10.000000,10,345000.000,oneweb,0.987125,1,1,1
4501,oneweb,16,5,1,-10.000000,-10.000000,1,-345000.000,oneweb,0.989175,1,1,1
4502,oneweb,16,3,1,-10.000000,-10.000000,2,-268333.333,oneweb,0.988854,1,1,1
4503,oneweb,16,2,1,-10.000000,-10.000000,3,-191666.667,oneweb,0.990949,1,1,1
4504,oneweb,16,10,1,-10.000000,-10.000000,4,-115000.000,oneweb,0.987712,1,1,2
4505,oneweb,16,10,1,-10.000000,-10.000000,5,-38333.333,oneweb,0.988746,1,1,1
4506,oneweb,16,5,1,-10.000000,-10.000000,6,38333.333,oneweb,0.990710,1,1,1
4507,oneweb,16,9,1,-10.000000,-10.000000,7,115000.000,oneweb,0.987736,1,1,1
4508,oneweb,16,9,1,-10.000000,-10.000000,8,191666.667,oneweb,0.987183,1,1,1
4509,oneweb,16,1,1,-10.000000,-10.000000,9,268333.333,oneweb,0.986758,1,1,1
4510,oneweb,16,10,1,-10.000000,-10.000000,10,345000.000,oneweb,0.988973,1,1,1
4511,oneweb,16,6,2,-7.777778,-7.777778,1,-345000.000,oneweb,0.990751,1,1,1
4512,oneweb,16,5,2,-7.777778,-7.777778,2,-268333.333,oneweb,0.989345,1,1,1
4513,oneweb,16,8,2,-7.777778,-7.777778,3,-191666.667,oneweb,0.991308,1,1,1
4514,oneweb,16,6,2,-7.777778,-7.777778,4,-115000.000,oneweb,0.985344,1,1,1
4515,oneweb,16,8,2,-7.777778,-7.777778,5,-38333.333,oneweb,0.991280,1,1,1
4516,oneweb,16,3,2,-7.777778,-7.777778,6,38333.333,oneweb,0.988751,1,1,1
4517,oneweb,16,8,2,-7.777778,-7.777778,7,115000.000,oneweb,0.988937,1,1,1
4518,oneweb,16,5,2,-7.777778,-7.777778,8,191666.667,oneweb,0.991414,1,1,1
4519,oneweb,16,4,2,-7.777778,-7.777778,9,268333.333,oneweb,0.989993,1,1,1
4520,oneweb,16,10,2,-7.777778,-7.777778,10,345000.000,oneweb,0.989566,1,1,1
4521,oneweb,16,9,3,-5.555556,-5.555556,1,-345000.000,oneweb,0.990602,1,1,1
4522,oneweb,16,10,3,-5.555556,-5.555556,2,-268333.333,oneweb,0.987421,1,1,1
4523,oneweb,16,7,3,-5.555556,-5.555556,3,-191666.667,oneweb,0.987696,1,1,1
4524,oneweb,16,6,3,-5.555556,-5.555556,4,-115000.000,oneweb,0.989742,1,1,1
4525,oneweb,16,6,3,-5.555556,-5.555556,5,-38333.333,oneweb,0.988881,1,1,1
4526,oneweb,16,3,3,-5.555556,-5.555556,6,38333.333,oneweb,0.988310,1,1,1
4527,oneweb,16,8,3,-5.555556,-5.555556,7,115000.000,oneweb,0.989099,1,1,1
4528,oneweb,16,8,3,-5.555556,-5.555556,8,191666.667,oneweb,0.989832,1,1,1
4529,oneweb,16,8,3,-5.555556,-5.555556,9,268333.333,oneweb,0.989905,1,1,1
4530,oneweb,16,6,3,-5.555556,-5.555556,10,345000.000,oneweb,0.988191,1,1,1
4531,oneweb,16,8,4,-3.333333,-3.333333,1,-345000.000,oneweb,0.988633,1,1,1
4532,oneweb,16,5,4,-3.333333,-3.333333,2,-268333.333,oneweb,0.989476,1,1,1
4533,oneweb,16,1,4,-3.333333,-3.333333,3,-191666.667,oneweb,0.988765,1,1,1
4534,oneweb,16,5,4,-3.333333,-3.333333,4,-115000.000,oneweb,0.987692,1,1,1
4535,oneweb,16,9,4,-3.333333,-3.333333,5,-38333.333,oneweb,0.990250,1,1,1
4536,oneweb,16,1,4,-3.333333,-3.333333,6,38333.333,oneweb,0.990217,1,1,1
4537,oneweb,16,7,4,-3.333333,-3.333333,7,115000.000,oneweb,0.987282,1,1,1
4538,oneweb,16,1,4,-3.333333,-3.333333,8,191666.667,oneweb,0.989678,1,1,1
4539,oneweb,16,10,4,-3.333333,-3.333333,9,268333.333,oneweb,0.989211,1,1,1
4540,oneweb,16,4,4,-3.333333,-3.333333,10,345000.000,oneweb,0.990418,1,1,1
4541,oneweb,16,8,5,-1.111111,-1.111111,1,-345000.000,oneweb,0.987290,1,1,1
4542,oneweb,16,7,5,-1.111111,-1.111111,2,-268333.333,oneweb,0.986556,1,1,1
4543,oneweb,16,4,5,-1.111111,-1.111111,3,-191666.667,oneweb,0.988252,1,1,1
4544,oneweb,16,9,5,-1.111111,-1.111111,4,-115000.000,oneweb,0.988888,1,1,1
4545,oneweb,16,5,5,-1.111111,-1.111111,5,-38333.333,oneweb,0.989791,1,1,1
4546,oneweb,16,8,5,-1.111111,-1.111111,6,38333.333,oneweb,0.989921,1,1,1
4547,oneweb,16,4,5,-1.111111,-1.111111,7,115000.000,oneweb,0.989385,1,1,1
4548,oneweb,16,4,5,-1.111111,-1.111111,8,191666.667,oneweb,0.989047,1,1,1
4549,oneweb,16,4,5,-1.111111,-1.111111,9,268333.333,oneweb,0.989745,1,1,1
4550,oneweb,16,2,5,-1.111111,-1.111111,10,345000.000,oneweb,0.989136,1,1,1
4551,oneweb,16,4,6,1.111111,1.111111,1,-345000.000,oneweb,0.988503,1,1,1
4552,oneweb,16,9,6,1.111111,1.111111,2,-268333.333,oneweb,0.990663,1,1,1
4553,oneweb,16,10,6,1.111111,1.111111,3,-191666.667,oneweb,0.988814,1,1,1
4554,oneweb,16,10,6,1.111111,1.111111,4,-115000.000,oneweb,0.989002,1,1,1
4555,oneweb,16,4,6,1.111111,1.111111,5,-38333.333,oneweb,0.989516,1,1,1
4556,oneweb,16,1,6,1.111111,1.111111,6,38333.333,oneweb,0.991067,1,1,1
4557,oneweb,16,9,6,1.111111,1.111111,7,115000.000,oneweb,0.990028,1,1,1
4558,oneweb,16,5,6,1.111111,1.111111,8,191666.667,oneweb,0.990591,1,1,1
4559,oneweb,16,3,6,1.111111,1.111111,9,268333.333,oneweb,0.987408,1,1,1
4560,oneweb,16,2,6,1.111111,1.111111,10,345000.000,oneweb,0.990477,1,1,1
4561,oneweb,16,10,7,3.333333,3.333333,1,-345000.000,oneweb,0.990470,1,1,1
4562,oneweb,16,4,7,3.333333,3.333333,2,-268333.333,oneweb,0.990267,1,1,1
4563,oneweb,16,4,7,3.333333,3.333333,3,-191666.667,oneweb,0.987326,1,1,1
4564,oneweb,16,10,7,3.333333,3.333333,4,-115000.000,oneweb,0.988660,1,1,1
4565,oneweb,16,4,7,3.333333,3.333333,5,-38333.333,oneweb,0.989872,1,1,1
4566,oneweb,16,3,7,3.333333,3.333333,6,38333.333,oneweb,0.987460,1,1,2
4567,oneweb,16,6,7,3.333333,3.333333,7,115000.000,oneweb,0.988308,1,1,1
4568,oneweb,16,4,7,3.333333,3.333333,8,191666.667,oneweb,0.990442,1,1,1
4569,oneweb,16,9,7,3.333333,3.333333,9,268333.333,oneweb,0.988198,1,1,1
4570,oneweb,16,3,7,3.333333,3.333333,10,345000.000,oneweb,0.987965,1,1,1
4571,oneweb,16,10,8,5.555556,5.555556,1,-345000.000,oneweb,0.989378,1,1,1
